target_Tg,decoder,anchor_idx,acid_decoded,epoxide_decoded,acid_canonical,epoxide_canonical,valid,novel_pair,novel_monomer,pred_tg
350.0,greedy,39,CN(CCOCC(=O)O)C(=O)c1ccc(NC(=O)CCCOCC(=O)O)cc1,COc1ccc(CN(C)C(=O)c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,CN(CCOCC(=O)O)C(=O)c1ccc(NC(=O)CCCOCC(=O)O)cc1,,False,False,False,350.0000915527344
350.0,sample,39,CC(C)(C)c1ccc(NC(=O)C(=O)N(CCOCC(=O)O)CCOCC(=O)O)cc1,COc1ccc(CN(C)Cc2ccc(OCC3CO3)cc2)c(OCC2CO2)nc1,CC(C)(C)c1ccc(NC(=O)C(=O)N(CCOCC(=O)O)CCOCC(=O)O)cc1,,False,False,False,350.0000915527344
350.0,greedy,40,CN(CC(=O)NCCC(=O)N(CCC(=O)O)CCC(=O)O)C1CCCCC1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccccc1,CN(CC(=O)NCCC(=O)N(CCC(=O)O)CCC(=O)O)C1CCCCC1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccccc1,True,True,True,349.9996032714844
350.0,sample,40,O=C(O)CCCNC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)OCC2)CC1,N#Cc1ccc(CNC(=O)N(CC2CO2)CC2CO2)cc1,,N#Cc1ccc(CNC(=O)N(CC2CO2)CC2CO2)cc1,False,False,False,349.9996032714844
350.0,greedy,41,CC(C)Oc1ccc(C(=O)NCC2CC2)cc1NC(=O)C(=O)Nc1ccc(COCC2CO2)cc1)C1CC1,COc1ccc(C(=O)NC(C)Cc2ccc(OCC3CO3)cc2)ccc1OCC1CO1,,,False,False,False,349.9997863769531
350.0,sample,41,CCCc1ccc(CN2CCN(C(=O)C(=O)NCc2ccc(COCC(=O)O)cc2)CC2)cc1COCC(=O)O,COc1ccc(CNC(=O)CCc2ccc(OCC3CO3)cc2)ccc1OCC1CO1,CCCc1ccc(CN2CCN3CCC=CC(COCC(=O)O)=CC=C2CNC(=O)C3=O)cc1COCC(=O)O,,False,False,False,349.9997863769531
350.0,greedy,42,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2ccccc2)ccc1OCC1CO1,O=C(Nc1ccc2ccccc2cccc2c1OCC1CO1)c1ccc(OCC2CO2)nc2ccccc21,,,False,False,False,349.99993896484375
350.0,sample,42,O=C(O)CCN(CC(=O)O)c1ccc(C(=O)O)cc1)c1ccc(C(=O)NCc2ccccc2)cnc1,O=C(Nc1ccccc1)N(CC1CO1)Cc1cccnc1)c1ccc2nc(OCC3CO3)nc23,,,False,False,False,349.99993896484375
350.0,greedy,43,O=C(O)COCCCN(CCOCC1CO1)CC1CCCCC1)c1ccccc1,c1ccc(COc2ccccc2cc1CCOCC1CO1)c1cccc(COCC2CO2)c1,,C1=CC(CCOCC2CO2)=Cc2ccccc2OCC(c2cccc(COCC3CO3)c2)=C1,False,False,False,350.0001220703125
350.0,sample,43,O=C(O)COCCN(CCOCC(=O)O)CCc1ccc(COCC2CO2)cc1,c1ccc2c(OCc3ccccc3OCCCC3CO3)cc2cc1COCc1ccccc1,O=C(O)COCCN(CCOCC(=O)O)CCc1ccc(COCC2CO2)cc1,,False,False,False,350.0001220703125
350.0,greedy,44,CCN(CC(=O)O)C(=O)NCCC(=O)O,Cc1ccc(CN(Cc2ccccc2)c(OCC2CO2)c1OCC1CO1,CCN(CC(=O)O)C(=O)NCCC(=O)O,,False,False,False,350.0001220703125
350.0,sample,44,CNCCNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(OCC2CO2)c(C(=O)NCc2cccc(OCC3CO3)c2)n1,CNCCNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(OCC2CO2)c(C(=O)NCc2cccc(OCC3CO3)c2)n1,True,True,True,350.0001220703125
350.0,greedy,45,CCc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)cc2)c1,Cc1ccc(CN2CCN(Cc3ccccc3)CC2)c(OCC2CO2)c1OCC1CO1,,Cc1ccc(CN2CCN(Cc3ccccc3)CC2)c(OCC2CO2)c1OCC1CO1,False,False,False,349.9999694824219
350.0,sample,45,CCc1ccc(CNC(=O)Cc2ccc(COCC(=O)O)c(COCC(=O)O)cc12,Cc1ccc(CN2CCN(c2ccccc23)CCCC2)cc1OCC1CO1)C1CCN(Cc1ccccc21,,,False,False,False,349.9999694824219
350.0,greedy,46,CCc1ccc(CN2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,c1ccc(OCC2CO2)c(OCC2CO2)c1OCC1CO1,CCC1=CC=C(CN2C=CN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)CC1,c1cc(OCC2CO2)c(OCC2CO2)c(OCC2CO2)c1,True,True,True,349.9999084472656
350.0,sample,46,Cc1ccc(N2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,c1ccc(OCC2CO2)c(CN2CCCCC2)c1OCCCC2CO2,CC1=CC=C(N2C=CN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)CC1,c1cc(OCCCC2CO2)c(CN2CCCCC2)c(OCC2CO2)c1,True,True,True,349.9999084472656
350.0,greedy,47,CC(C)(C)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CCC1CCN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,CC(C)(C)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,,False,False,False,349.9998474121094
350.0,sample,47,CC(C)Oc1cc(C(=O)N(CCC(=O)O)CCC(=O)O)ccn1,O=C(CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1,CC(C)Oc1cc(C(=O)N(CCC(=O)O)CCC(=O)O)ccn1,,False,False,False,349.9998474121094
350.0,greedy,48,O=C(O)c1ccc(CN(CCC(=O)O)c2ccccc21)Nc1ccccc1,CCc1ccc(CNC(=O)Cc2ccc(OCC3CO3)cc2OCC2CO2)cc1,O=C(O)CCN1CC(Nc2ccccc2)=CC=C(C(=O)O)c2ccccc21,CCc1ccc(CNC(=O)Cc2ccc(OCC3CO3)cc2OCC2CO2)cc1,True,True,True,349.99969482421875
350.0,sample,48,O=C(Cc1ccccc1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,Cc1cc(CCC(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)ccc1OCC1CO1,O=C(Cc1ccccc1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,Cc1cc(CCC(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)ccc1OCC1CO1,True,True,True,349.99969482421875
350.0,greedy,49,Cc1ccc(CN(CCOCC(=O)O)c(COCC(=O)N2CCC(COCC(=O)O)CCOCC(=O)O)cc1,CCOc1ccc(CN2CCN(Cc2cccc(OCC3CO3)c2)CC2)ccc1OCC1CO1,,,False,False,False,350.0001525878906
350.0,sample,49,Cc1cccc(CCNc2ccc(C(=O)N(CCC(COCC(=O)O)CCOCC(=O)O)cc2)c1,CCOc1ccc(OCC2CCN(Cc3ccc(OCC4CO4)c(OCC4CO4)cc3)CC2)c1,,,False,False,False,350.0001525878906
350.0,greedy,50,O=C(O)COCCCCC(=O)NCc1ccc(COCC(=O)O)cc1,O=C(CCn1ccc2ccccc2c1=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,O=C(O)COCCCCC(=O)NCc1ccc(COCC(=O)O)cc1,O=C(CCn1ccc2ccccc2c1=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,349.9999084472656
350.0,sample,50,O=C(O)COCCCN(CCOCC(=O)O)Cc1ccccc1OCCC(=O)O,O=C(CCn1cccc1)c1ccc(CN=Cc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CCC1,O=C(O)CCOc1ccccc1CN(CCCOCC(=O)O)CCOCC(=O)O,O=C(CCn1cccc1)C1=CC=C(CN=Cc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CCC1,True,True,True,349.9999084472656
350.0,greedy,51,CN(C)C(=O)CCCCC(=O)N(CCC(=O)O)CCC(=O)O,CCc1ccc(OCC2CO2)c(C(=O)NCc2ccc(OCC3CO3)cc2)c1,CN(C)C(=O)CCCCC(=O)N(CCC(=O)O)CCC(=O)O,CCc1ccc(OCC2CO2)c(C(=O)NCc2ccc(OCC3CO3)cc2)c1,True,True,True,350.0003356933594
350.0,sample,51,CN(CCC(=O)O)C(=O)NCCNCCC(=O)NCC1CO1,CCCc1ccc(OCC2CO2)c(OCC2CO2)c1C,CN(CCC(=O)O)C(=O)NCCNCCC(=O)NCC1CO1,CCCc1ccc(OCC2CO2)c(OCC2CO2)c1C,True,True,True,350.0003356933594
350.0,greedy,52,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(C2=C(Cc3ccccc2)cc1)c1ccccc1,CN(CCCCCCCCCCCc1ccc(OCC2CO2)cc1OCC1CO1,,,False,False,False,349.99993896484375
350.0,sample,52,O=C(O)CCN(CCC(=O)O)C(=O)c1cccc(Cc2ccccc21)NCc1cccnc1,CC(C)(C)NC(=O)CN(Cc1ccccc1OCC1CO1)CC1CO1,,CC(C)(C)NC(=O)CN(Cc1ccccc1OCC1CO1)CC1CO1,False,False,False,349.99993896484375
350.0,greedy,53,O=C(O)CCCCCCC(=O)N1CCC(CCCCC(=O)O)CCCC1,O=C(CN(CC1CO1)CC1CO1)NCc1ccccc1OCC1CO1,O=C(O)CCCCCCC(=O)N1CCCCC(CCCCC(=O)O)CC1,O=C(CN(CC1CO1)CC1CO1)NCc1ccccc1OCC1CO1,True,True,True,349.9998779296875
350.0,sample,53,O=C(O)CCCNCC(CCC(=O)O)C(=O)NCC1CCC(CCCCC(=O)O,O=C(CCN(CC1CO1)CC1CO1)Nc1cccc(CC2CCC2)c1,,O=C(CCN(CC1CO1)CC1CO1)Nc1cccc(CC2CCC2)c1,False,False,False,349.9998779296875
350.0,greedy,54,O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)CC1(CCC(=O)O)CCCCCC1,Cc1ccc(OCC2CO2)c(CN2CCN(c2ccccc2)CC2)c1OCC1CO1)C1CCCc2ccccc21,O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)CC1(CCC(=O)O)CCCCCC1,,False,False,False,349.9996643066406
350.0,sample,54,O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(CC(=O)O)CC1,CCc1ccc(OCC2CO2)cc1CN1CCN(c2ccc3c(OCC3CO3)ccc2OCC2CO2)c1,O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(CC(=O)O)CC1,,False,False,False,349.9996643066406
350.0,greedy,55,CCOc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)O,CC(C)(C)c1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,CCOc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)O,CC(C)(C)c1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,350.0005187988281
350.0,sample,55,Cc1ccccc1C(=O)NCCNC(=O)C(CCC(=O)O)CCC(=O)O,CC(C)c1ccc(CN(CC2CO2)C(=O)N(CC2CO2)CC2CO2)c1,Cc1ccccc1C(=O)NCCNC(=O)C(CCC(=O)O)CCC(=O)O,,False,False,False,350.0005187988281
350.0,greedy,56,CC(C)(C)CC(=O)OCC(=O)NCCCCCC(=O)O)C(=O)O,CC(C)(C)c1ccc(C(=O)O)cc1NC(=O)C(CC1CO1)CC1CO1,,CC(C)(C)c1ccc(C(=O)O)cc1NC(=O)C(CC1CO1)CC1CO1,False,False,False,350.0006408691406
350.0,sample,56,CC(C)(C)(C)(C)(C)OC(=O)CCCCCC(=O)O)c1ccccc1OCC(=O)O,CC(C)(C(=O)O)C(=O)c1ccc(C(=O)N(C)C(=O)O)cc1)C(=O)O,,,False,False,False,350.0006408691406
350.0,greedy,57,Cc1cc(C)cc(C(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(NCCc1ccc(OCC2CO2)cc1)N1CCN(C(=O)c2ccc(OCC3CO3)cc2)CC1,Cc1cc(C)cc(C(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(NCCc1ccc(OCC2CO2)cc1)N1CCN(C(=O)c2ccc(OCC3CO3)cc2)CC1,True,True,True,350.0002136230469
350.0,sample,57,Cc1cc(COCC(=O)O)cc(C(=O)N(CCC(=O)O)CCOCC(=O)O)c1,O=C(NCc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1)C1CCCCC1,Cc1cc(COCC(=O)O)cc(C(=O)N(CCOCC(=O)O)CCC(=O)O)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C1=CC=C(CNC(=O)C2CCCCC2)CC1,True,True,True,350.0002136230469
350.0,greedy,58,COc1ccccc1CN(CCC(=O)O)CC(=O)N(CCO)C(=O)COC(=O)Cc1ccccc1,CN(CCc1ccccc1)C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccccc1,COc1ccccc1CN(CCC(=O)O)CC(=O)N(CCO)C(=O)COC(=O)Cc1ccccc1,,False,False,False,349.9999694824219
350.0,sample,58,COc1ccc(CC(=O)N(CCC(=O)O)CCC(=O)O)cc1,CN(C)c1ccc(CNC(=O)C(CC2CO2)CC2CO2)cc1)c1cccc(CN2CCCCc2ccccc2)cc1,COc1ccc(CC(=O)N(CCC(=O)O)CCC(=O)O)cc1,,False,False,False,349.9999694824219
350.0,greedy,59,CCOC(=O)c1ccc(CNC(=O)C(=O)N(CCCOCC(=O)O)CCOCC(=O)O)cc1,O=C(Cc1ccc2ccccc2c1)c1ccc(OCC2CO2)c(OCC2CO2)c1,CCOC(=O)c1ccc(CNC(=O)C(=O)N(CCCOCC(=O)O)CCOCC(=O)O)cc1,O=C(Cc1ccc2ccccc2c1)c1ccc(OCC2CO2)c(OCC2CO2)c1,True,True,True,349.9999084472656
350.0,sample,59,CCN(Cc1ccccc1C(=O)NC(=O)CCCOCC(=O)O)CC(=O)NCCOCC(=O)O,O=C(Cc1ncccc1OCC1CO1)NCc1ccccc1OCc1ccccc1OCC1CO1,CCN(CC(=O)NCCOCC(=O)O)Cc1ccccc1C(=O)NC(=O)CCCOCC(=O)O,O=C(Cc1ncccc1OCC1CO1)NCc1ccccc1OCc1ccccc1OCC1CO1,True,True,True,349.9999084472656
350.0,greedy,60,CN(C)C(=O)c1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCCOCC1CO1)c1ccc(CNC(=O)CC2CO2)cc1,CN(C)C(=O)c1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CC1CO1)NCc1ccc(C(=O)NCCOCC2CO2)cc1,True,True,True,350.0
350.0,sample,60,Cn1ccc(C(=O)NCCNCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1ccc(OCC(=O)Nc2cccccc2)CC1)C(=O)CCCOCC1CO1)COCC1CO1,,,False,False,False,350.0
350.0,greedy,61,CC(C)c1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,CC(C)c1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,349.99981689453125
350.0,sample,61,CCn1cccc1CC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1cccc(OCC2CO2)c1)Oc1ccc(OCC2CO2)cc1OCC1CO1,CCn1cccc1CC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1cccc(OCC2CO2)c1)Oc1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,349.99981689453125
350.0,greedy,62,COc1ccc(C(=O)NCCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CCCCC1CO1)NCCc1ccc(OCC2CO2)cc1OCC1CO1,COc1ccc(C(=O)NCCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CCCCC1CO1)NCCc1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,349.9996643066406
350.0,sample,62,COc1ccc(CC(=O)NC(=O)C(CCC(=O)O)CCC(=O)O)cc1C,O=C(CCNCCC1CO1)N(CC1CO1)C1CO1,COc1ccc(CC(=O)NC(=O)C(CCC(=O)O)CCC(=O)O)cc1C,O=C(CCNCCC1CO1)N(CC1CO1)C1CO1,True,True,True,349.9996643066406
350.0,greedy,63,CCOc1ccc(NC(=O)C(=O)N(CCCOCC(=O)O)CCOCC(=O)O)cc1,CC(C)Cc1ccc(OCC2CO2)c(NC(=O)c2cccc(OCC3CO3)c2)c1,CCOc1ccc(NC(=O)C(=O)N(CCCOCC(=O)O)CCOCC(=O)O)cc1,CC(C)Cc1ccc(OCC2CO2)c(NC(=O)c2cccc(OCC3CO3)c2)c1,True,True,True,350.0000915527344
350.0,sample,63,COCCCC(=O)Nc1cc(COCC(=O)O)c(NC(=O)CCCC(=O)O)cc1,CC(C)C(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc2ccccc2c1OCC1CO1,COCCCC(=O)Nc1ccc(NC(=O)CCCC(=O)O)c(COCC(=O)O)c1,,False,False,False,350.0000915527344
350.0,greedy,64,CCCCN1CCN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,COCCOc1ccc(CN(CCOCC2CO2)cc1)c1ccc(COCC2CO2)cc1,CCCCN1CCN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,COCCOC1=CC=C(c2ccc(COCC3CO3)cc2)CN(CCOCC2CO2)C=C1,True,True,True,349.9999694824219
350.0,sample,64,CN(C)CCN1CCCC(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,COCc1ccccc1CN(CCOCC1CO1)CCOCC1CO1,CN(C)CCN1CCCC(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,COCc1ccccc1CN(CCOCC1CO1)CCOCC1CO1,True,True,True,349.9999694824219
350.0,greedy,65,O=C(O)COCc1ccc(CNC(=O)c2ccccc2ccc1OCCOCCOCC(=O)O)c1ccccc1,O=C(NCCCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1,,O=C(NCCCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1,False,False,False,350.0003356933594
350.0,sample,65,O=C(O)COCCc1cc(COCC(=O)O)cc(Cc2cccc(NC(=O)CCc3ccccc2)cc1,O=C(NCC1CCN(C(=O)c1ccncc2OCC2CO2)c1OCC1CO1,,,False,False,False,350.0003356933594
350.0,greedy,66,Cc1ccc(C(=O)NCCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1cc(CN(C)C(=O)c2ccccc2OCC2CO2)cccc1OCC1CO1,Cc1ccc(C(=O)NCCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,,False,False,False,349.9998779296875
350.0,sample,66,Cc1ncccc1C(=O)N(CCC(=O)O)C(=O)CCCCNC(=O)COCCC(=O)O,COc1cc(OC(=O)CN(C)Cc2ccc(OCC3CO3)cc2OCC2CO2)ccc1OC,Cc1ncccc1C(=O)N(CCC(=O)O)C(=O)CCCCNC(=O)COCCC(=O)O,COc1ccc(OC(=O)CN(C)Cc2ccc(OCC3CO3)cc2OCC2CO2)cc1OC,True,True,True,349.9998779296875
350.0,greedy,67,CCCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,COc1ccc(CNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)ccc1OCC1CO1,CCCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,,False,False,False,349.9996337890625
350.0,sample,67,CCCOc1ccc(C(=O)N(CCCOCC(=O)O)c2ccccc2)ccc1OCCC(=O)O,COc1ccc(OCC2CO2)c(NC(=O)C=Cc2ccc(OCC3CO3)cc2c1OCC1CO1,,,False,False,False,349.9996337890625
350.0,greedy,68,Cc1ccc(CN(CCC(=O)O)C(=O)c2ccc(COCC(=O)O)cc2)cc1COCc1ccccc1,CCOc1ccc(OCC2CO2)c(OCC2CO2)c1OCC1CO1,Cc1ccc(CN(CCC(=O)O)C(=O)c2ccc(COCC(=O)O)cc2)cc1COCc1ccccc1,CCOc1ccc(OCC2CO2)c(OCC2CO2)c1OCC1CO1,True,True,True,350.00030517578125
350.0,sample,68,Cc1ncc2ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc2)cc1,Cc1ccc(OCC2CO2)c(OCC2CO2)c1C,,Cc1ccc(OCC2CO2)c(OCC2CO2)c1C,False,False,False,350.00030517578125
350.0,greedy,69,CN(CCc1ccccc1)C(=O)N(CC1CO1)CC1CO1,Cc1ccc(C(=O)Nc2ccc(C)cc2OCC2CO2)cc1OCC1CO1,CN(CCc1ccccc1)C(=O)N(CC1CO1)CC1CO1,Cc1ccc(NC(=O)c2ccc(C)c(OCC3CO3)c2)c(OCC2CO2)c1,True,True,True,350.0008239746094
350.0,sample,69,CN(C)c1ccc(CN(CCC(=O)O)CC2)cc1)C(CC1CO1)CC1CO1,Cc1ccc2cc(OCC3CO3)ccc(C(=O)O)cc2)c1,,,False,False,False,350.0008239746094
350.0,greedy,70,COc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)ccc1O,O=C(NCCC1CO1)N(CC1CO1,,,False,False,False,350.0003662109375
350.0,sample,70,COc1ccc(CNC(=O)CN(CCC(=O)O)C(=O)c2ccccc2CC(=O)O)ccc1O,O=C(NCCC1CO1)NCCc1cccc(OCC2CO2)c1,,O=C(NCCc1cccc(OCC2CO2)c1)NCCC1CO1,False,False,False,350.0003662109375
350.0,greedy,71,O1)C(CCC(=O)O)C(=O)OC1CCCCC1,CCCCc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,,CCCCc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,False,False,False,350.0003356933594
350.0,sample,71,O1,CCN(CC)Cc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,,CCN(CC)Cc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,False,False,False,350.0003356933594
350.0,greedy,72,COc1ccc(CC(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,COc1ccc(CC(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,True,True,True,350.0001525878906
350.0,sample,72,COc1ccccc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,COc1ccccc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,True,True,True,350.0001525878906
350.0,greedy,73,O=C(O)CCC(=O)O,O=C(CCCC1CO1)N1CCC(C(=O)NCc2ccc(OCC3CO3)cc2)CC1,O=C(O)CCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)C1CCN(C(=O)CCCC2CO2)CC1,True,True,True,350.0001220703125
350.0,sample,73,O=C(O)CCC(=O)O,O=C(CCCC1CO1)NCC1(C(=O)C(CC2CO2)CC1)c1ccc(OC2CCC2)cc1,O=C(O)CCC(=O)O,O=C(CCCC1CO1)NCC1(c2ccc(OC3CCC3)cc2)CCC(CC2CO2)C1=O,True,True,True,350.0001220703125
350.0,greedy,74,CN(CCC(=O)O)C(=O)CNCc1ccc(C(=O)O)cc1,CC(C)CCCCC(=O)Nc1ccc(OCC2CO2)cc1OCC1CO1,CN(CCC(=O)O)C(=O)CNCc1ccc(C(=O)O)cc1,CC(C)CCCCC(=O)Nc1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,350.0001220703125
350.0,sample,74,CN(CCC(=O)O)CC(=O)NCCc1ccc(CCC(=O)O)nc1,CNCCCC(=O)Nc1ccc(OCC2CO2)cc1OCC1CO1,CN(CCC(=O)O)CC(=O)NCCc1ccc(CCC(=O)O)nc1,CNCCCC(=O)Nc1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,350.0001220703125
350.0,greedy,75,CCN(C)C(=O)CN(CCC(=O)O)C(=O)CN(CCC(=O)O)CCC(=O)O,CCCOc1ccc(C(=O)NCCc2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,CCN(C)C(=O)CN(CCC(=O)O)C(=O)CN(CCC(=O)O)CCC(=O)O,CCCOc1ccc(C(=O)NCCc2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,True,True,True,350.0008239746094
350.0,sample,75,CCN(CCc1ccc(NC(=O)N(CCC(=O)O)CCC(=O)O)cc1,CCCNc1ccc(CCC(=O)Nc2cc(COCC3CO3)cccc2OCC2CO2)c1,,,False,False,False,350.0008239746094
350.0,greedy,76,CCCOc1ccc(CN(CCOCC(=O)O)CCOCC(=O)O)cc1OCCCCCOCC(=O)O,COc1cc(CNC(=O)C(=O)N(CC2CO2)CC2CO2)CCCCC2)ccc1OC1CC1,CCCOc1ccc(CN(CCOCC(=O)O)CCOCC(=O)O)cc1OCCCCCOCC(=O)O,,False,False,False,350.0000915527344
350.0,sample,76,CCOC(CCO)COc1cccc(CCCC(NC(COCC(=O)O)CCOCC(=O)O)c1,CC1CCN(C(=O)NCCc2ccc(OCC3CO3)cc2)CC1,,CC1CCN(C(=O)NCCc2ccc(OCC3CO3)cc2)CC1,False,False,False,350.0000915527344
350.0,greedy,77,CC(C)(C)CCCCCC(=O)N(CCC(=O)O)CCC(=O)O,CN(C(=O)c1cccc(OCC2CO2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,CC(C)(C)CCCCCC(=O)N(CCC(=O)O)CCC(=O)O,CN(C(=O)c1cccc(OCC2CO2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,350.0005798339844
350.0,sample,77,CC(C)(C)CCNC(=O)CCCCCC(=O)O)C(=O)O,C#Cc1ccc(OCC2CO2)c(C(=O)NCc2cccc(OCC3CO3)c2)c1c,,,False,False,False,350.0005798339844
350.0,greedy,78,O=C(O)CCn1nnnc1CN(CCC(=O)O)CC1,O=C(CCC1CCCC1)NCCN1CCC(CCCC1)CCC1)N(CC1CO1)CC1,,,False,False,False,349.9998474121094
350.0,sample,78,O=C(O)CCn1nnnc1Cn1n(C2CCC2)ccc1Oc1nc(C2CCC3)ccc1=O,O=C(O)CCN(CCC(=O)N(CC1CO1)CC1CO1)NC1CC1,,O=C(O)CCN(CCC(=O)N(CC1CO1)CC1CO1)NC1CC1,False,False,False,349.9998474121094
350.0,greedy,79,CC(C)COc1cccc(NC(=O)C(CCC(=O)O)CCOCC(=O)O)c1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC(C)COc1cccc(NC(=O)C(CCOCC(=O)O)CCC(=O)O)c1,,False,False,False,349.9996643066406
