scenario,hour,storage,bus,charge_MW,discharge_MW,soc_MWh
net_zero_2050,146,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,146,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,147,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,147,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,147,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,148,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,148,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,148,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,149,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,149,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,149,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,150,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,150,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,150,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,151,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,151,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,151,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,152,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,152,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,152,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,153,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,153,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,153,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,154,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,154,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,154,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,155,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,155,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,155,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,156,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,156,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,156,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,157,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,157,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,157,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,158,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,158,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,158,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,159,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,159,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,159,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,160,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,160,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,160,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,161,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,161,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,161,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,162,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,162,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,162,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,163,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,163,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,163,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,164,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,164,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,164,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,165,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,165,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,165,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,166,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,166,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,166,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,167,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,167,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,167,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
